TIMESTAMP,NAME,PROPERTY,ACTUAL,COMPANYTYPE,FUELTYPE,FUELTHAINAME,FUELENGNAME
2024-01-30T00:00:00,GLOW-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GLOW-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GLOW-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,BB      BB-P8,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR     SNR-P4,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR     SNR-P5,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK     LTK-P1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,KPG-C1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,KPG-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,KPG-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,KPG-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,BLCP-T1,Consumption(Coal) (Ton),5855.35,IPP,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,BLCP-T2,Consumption(Coal) (Ton),5762.96,IPP,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,BPK-T3,Weight from PTT Reading (MMSCF),0.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,BPK-T3,Consumption(Oil) (ML),0.0,EGAT,BUNKER OIL,น้ำมันเตา กำมะถัน 2 %,2% BUNKER OIL
2024-01-30T00:00:00,BPK-T3,Consumption(Oil) (ML),0.0,EGAT,BUNKER OIL,น้ำมันเตา กำมะถัน 0.5 %,0.5% BUNKER OIL
2024-01-30T00:00:00,BPK-T3,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,BPK-T3,Consumption(Oil) (ML),0.0,EGAT,PALM OIL,น้ำมันปาล์ม,Palm Oil
2024-01-30T00:00:00,BPK-T4,Weight from PTT Reading (MMSCF),0.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,BPK-T4,Consumption(Oil) (ML),0.0,EGAT,BUNKER OIL,น้ำมันเตา กำมะถัน 2 %,2% BUNKER OIL
2024-01-30T00:00:00,BPK-T4,Consumption(Oil) (ML),0.0,EGAT,BUNKER OIL,น้ำมันเตา กำมะถัน 0.5 %,0.5% BUNKER OIL
2024-01-30T00:00:00,BPK-T4,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T14,Consumption(Coal) (Ton),0.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T14,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T4,Consumption(Coal) (Ton),2420.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T4,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T8,Consumption(Coal) (Ton),5227.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T8,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T9,Consumption(Coal) (Ton),0.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T9,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T10,Consumption(Coal) (Ton),5305.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T10,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T11,Consumption(Coal) (Ton),5326.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T11,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T12,Consumption(Coal) (Ton),0.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T12,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,MM-T13,Consumption(Coal) (Ton),5443.0,EGAT,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,MM-T13,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,LTK     LTK-P2,Release (MCM),-0.078,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,KA-T1,Consumption(Oil) (ML),0.0,EGAT,BUNKER OIL,น้ำมันเตา กำมะถัน 0.5 %,0.5% BUNKER OIL
2024-01-30T00:00:00,KA-T1,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,KA-T1,Consumption(Oil) (ML),0.0,EGAT,PALM OIL,น้ำมันปาล์ม,Palm Oil
2024-01-30T00:00:00,RPCL-C1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,RPCL-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,RPCL-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,RPCL-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,CHN-C1,Weight from PTT Reading (MMSCF),24.085361,EGAT,GAS,ก๊าซธรรมชาติ JDA,JDA Gas
2024-01-30T00:00:00,CHN-C1,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,SB-C3,Weight from PTT Reading (MMSCF),0.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,SB-C3,Weight from PTT Reading (MMSCF),0.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,SB-C3,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,TN-H1,Release (MCM),3.5700000000000003,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,TN-H2,Release (MCM),5.48,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR-H1,Release (MCM),4.36,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR-H2,Release (MCM),3.46,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR-H3,Release (MCM),2.09,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR-H4,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SNR-H5,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H1,Release (MCM),3.5700000000000003,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H2,Release (MCM),5.08,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H3,Release (MCM),4.76,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H4,Release (MCM),4.84,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H5,Release (MCM),4.59,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BB-H6,Release (MCM),3.56,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BKG-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BKG-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BKG-H3,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BLG-H1,Release (MCM),1.58,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BLG-H2,Release (MCM),0.86,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BLG-H3,Release (MCM),1.59,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BY-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BY-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BY-H3,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,CLB-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,CLB-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK-H1,Release (MCM),0.17,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK-H2,Release (MCM),0.15,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NP-H1,Release (MCM),0.31,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NP-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,PMN-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,PMN-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,PMN-H3,Release (MCM),6.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,PMN-H4,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,RPB-H1,Release (MCM),1.86,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,RPB-H2,Release (MCM),1.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,RPB-H3,Release (MCM),2.19,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SK-H1,Release (MCM),2.87,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SK-H2,Release (MCM),5.18,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SK-H3,Release (MCM),3.0100000000000002,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SK-H4,Release (MCM),2.94,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SRD-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SRD-H2,Release (MCM),1.48,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SRD-H3,Release (MCM),1.53,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,UR-H1,Release (MCM),1.01,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,UR-H2,Release (MCM),3.27,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,UR-H3,Release (MCM),1.8,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,VRK-H1,Release (MCM),6.29,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,VRK-H2,Release (MCM),5.46,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,VRK-H3,Release (MCM),6.26,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,MNG-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,MNG-H2,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,BPK-C5,Weight from PTT Reading (MMSCF),0.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,BPK-C5,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,NTN2-H1,Release (MCM),3.7750000000000004,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NTN2-H2,Release (MCM),3.7750000000000004,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NTN2-H3,Release (MCM),3.7750000000000004,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NTN2-H4,Release (MCM),3.7750000000000004,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,THB-H1,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,THB-H2,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,HHO-H1,Release (MCM),0.42,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,HHO-H2,Release (MCM),0.42,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NB-C1,Weight from PTT Reading (MMSCF),10.000714,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,NB-C1,Weight from PTT Reading (MMSCF),112.866358,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,NB-C1,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,NNG2-H1,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NNG2-H2,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NNG2-H3,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,KNO-H1,Release (MCM),2.62,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,KNO-H2,Release (MCM),2.59,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,GUT-C1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GUT-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GUT-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GUT-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GNS-C1,Weight from PTT Reading (MMSCF),28.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GNS-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GNS-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GNS-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GOC-T1,Consumption(Coal) (Ton),6580.56,IPP,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,THB-H3,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,GPS-C1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GPS-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,CHN-C21,Weight from PTT Reading (MMSCF),59.208133,EGAT,GAS,ก๊าซธรรมชาติ JDA,JDA Gas
2024-01-30T00:00:00,CHN-C22,Weight from PTT Reading (MMSCF),59.706506,EGAT,GAS,ก๊าซธรรมชาติ JDA,JDA Gas
2024-01-30T00:00:00,WN-C4,Weight from PTT Reading (MMSCF),60.0,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,WN-C4,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,HSA-T1,Consumption(Coal) (Ton),12728.0,Foreign,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,HSA-T2,Consumption(Coal) (Ton),13303.0,Foreign,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,HSA-T3,Consumption(Coal) (Ton),0.0,Foreign,COAL,ถ่านหิน,Coal
2024-01-30T00:00:00,NB-C21,Weight from PTT Reading (MMSCF),5.498571,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,NB-C21,Weight from PTT Reading (MMSCF),62.057344,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,NB-C21,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,NB-C22,Weight from PTT Reading (MMSCF),5.500713999999999,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,NB-C22,Weight from PTT Reading (MMSCF),62.076297999999994,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,NB-C22,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,KN-C21,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติขนอม,Khanom Natural Gas
2024-01-30T00:00:00,KN-C21,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,KN-C22,Weight from PTT Reading (MMSCF),75.0,IPP,GAS,ก๊าซธรรมชาติขนอม,Khanom Natural Gas
2024-01-30T00:00:00,KN-C22,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,LTK-H3,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK-H4,Release (MCM),0.22,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK     LTK-P4,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XPXN-H1,Release (MCM),1.115,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XPXN-H2,Release (MCM),1.099,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XPXN-H3,Release (MCM),1.092,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NNP1-H1,Release (MCM),6.55,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NNP1-H2,Release (MCM),6.51,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H1,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H2,Release (MCM),47.386,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H3,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H4,Release (MCM),0.0,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H5,Release (MCM),47.225,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H6,Release (MCM),46.932,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,XYB-H7,Release (MCM),47.230000000000004,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,LTK     LTK-P3,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-30T00:00:00,SB-C41,Weight from PTT Reading (MMSCF),8.500983,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,SB-C41,Weight from PTT Reading (MMSCF),96.009987,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,SB-C41,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,SB-C42,Weight from PTT Reading (MMSCF),8.499017,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,SB-C42,Weight from PTT Reading (MMSCF),95.99001299999999,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-30T00:00:00,SB-C42,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,BPK-C11,Weight from PTT Reading (MMSCF),94.9321,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,BPK-C11,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,BPK-C12,Weight from PTT Reading (MMSCF),90.06790000000001,EGAT,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,BPK-C12,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GSRC-C1,Weight from PTT Reading (MMSCF),83.34415,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GSRC-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GSRC-C2,Weight from PTT Reading (MMSCF),83.153936,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GSRC-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GSRC-C3,Weight from PTT Reading (MMSCF),82.450929,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GSRC-C3,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GSRC-C4,Weight from PTT Reading (MMSCF),83.050985,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GSRC-C4,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,HKP-C1,Weight from PTT Reading (MMSCF),97.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,HKP-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GPD-C1,Weight from PTT Reading (MMSCF),85.426311,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GPD-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GPD-C2,Weight from PTT Reading (MMSCF),85.573689,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GPD-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,GPD-C3,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-30T00:00:00,GPD-C3,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-30T00:00:00,NTN1-H1,Release (MCM),3.04,Foreign,HYDRO,น้ำ,Water
2024-01-30T00:00:00,NTN1-H2,Release (MCM),1.26,Foreign,HYDRO,น้ำ,Water
2024-01-31T00:00:00,BB-H7,Release (MCM),2.1,EGAT,HYDRO,น้ำ,Water
2024-01-31T00:00:00,BB-H8,Release (MCM),1.06,EGAT,HYDRO,น้ำ,Water
2024-01-31T00:00:00,KKC-H1,Release (MCM),1.31,EGAT,HYDRO,น้ำ,Water
2024-01-31T00:00:00,BST-H1,Release (MCM),0.06,EGAT,HYDRO,น้ำ,Water
2024-01-31T00:00:00,HK-H1,Release (MCM),0.0,EGAT,HYDRO,น้ำ,Water
2024-01-31T00:00:00,NPO-C1,Weight from PTT Reading (MMSCF),39.611177999999995,EGAT,GAS,ก๊าซธรรมชาติน้ำพอง,Nam Phong Natural Gas
2024-01-31T00:00:00,NPO-C1,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,NPO-C2,Weight from PTT Reading (MMSCF),33.388822,EGAT,GAS,ก๊าซธรรมชาติน้ำพอง,Nam Phong Natural Gas
2024-01-31T00:00:00,NPO-C2,Consumption(Oil) (ML),0.0,EGAT,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,RB-C1,Weight from PTT Reading (MMSCF),115.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-31T00:00:00,RB-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,RB-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-31T00:00:00,RB-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,RB-C3,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-31T00:00:00,RB-C3,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,RB-T1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-31T00:00:00,RB-T1,Consumption(Oil) (ML),0.0,IPP,BUNKER OIL,น้ำมันเตา กำมะถัน 2 %,2% BUNKER OIL
2024-01-31T00:00:00,RB-T2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันตก,Western Natural Gas
2024-01-31T00:00:00,RB-T2,Consumption(Oil) (ML),0.0,IPP,BUNKER OIL,น้ำมันเตา กำมะถัน 2 %,2% BUNKER OIL
2024-01-31T00:00:00,GLOW-C1,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-31T00:00:00,GLOW-C1,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
2024-01-31T00:00:00,GLOW-C2,Weight from PTT Reading (MMSCF),0.0,IPP,GAS,ก๊าซธรรมชาติฝั่งตะวันออก,Eastern Natural Gas
2024-01-31T00:00:00,GLOW-C2,Consumption(Oil) (ML),0.0,IPP,DIESEL,น้ำมันดีเซล,Diesel Oil
